,Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade,data,NM_LOCALIDADE,LAT,LONG,ALT
14582,354890 São Carlos,6,6,3520.72,3288.77,0.0,0.0,231.95,0.0,0,586.79,586.79,24,4.0,0,0.0,2018-10-01 00:01:00,SÃO CARLOS,-27.0786350778961,-53.017394273321,293.198058
14583,354940 São Joaquim da Barra,1,1,541.14,515.43,0.0,0.0,25.71,0.0,0,541.14,541.14,3,3.0,0,0.0,2018-10-01 00:01:00,SÃO JOAQUIM DA BARRA,-20.583165555,-47.8632680707133,630.798782
14584,354980 São José do Rio Preto,3,3,2902.63,2764.23,0.0,0.0,138.4,0.0,0,967.54,967.54,10,3.3,0,0.0,2018-10-01 00:01:00,SÃO JOSÉ DO RIO PRETO,-20.8126365,-49.3813476850258,504.243066
14585,354990 São José dos Campos,16,16,7391.92,7004.87,0.0,0.0,387.05,0.0,0,461.99,461.99,42,2.6,0,0.0,2018-10-01 00:01:00,SÃO JOSÉ DOS CAMPOS,-23.1840615,-45.8841754014597,604.884689
14586,355010 São Manuel,3,3,1510.61,1433.48,0.0,0.0,77.13,0.0,0,503.54,503.54,6,2.0,0,0.0,2018-10-01 00:01:00,SÃO MANUEL,-22.736459985,-48.5687632812679,733.95771
14587,355020 São Miguel Arcanjo,2,2,971.08,919.66,0.0,0.0,51.42,0.0,0,485.54,485.54,9,4.5,0,0.0,2018-10-01 00:01:00,SÃO MIGUEL ARCANJO,-23.87949,-47.9955891463509,665.758
14588,355030 São Paulo,382,382,295639.04,273794.99,0.0,0.0,21844.05,0.0,0,773.92,773.92,1536,4.0,2,0.52,2018-10-01 00:01:00,SÃO PAULO,-23.5673865,-46.5703831821127,783.615127
14589,355100 São Vicente,3,3,1515.92,1438.79,0.0,0.0,77.13,0.0,0,505.31,505.31,9,3.0,0,0.0,2018-10-01 00:01:00,SÃO VICENTE,-6.2149638781654,-36.6886618516821,297.699789
14590,355100 São Vicente,3,3,1515.92,1438.79,0.0,0.0,77.13,0.0,0,505.31,505.31,9,3.0,0,0.0,2018-10-01 00:01:00,SÃO VICENTE,-23.967373,-46.3844908173177,13.940852
14591,355220 Sorocaba,5,5,2744.7,2562.44,0.0,0.0,182.26,0.0,0,548.94,548.94,18,3.6,1,20.0,2018-10-01 00:01:00,SOROCABA,-23.499323,-47.457853253204,591.229374
14592,355240 Sumaré,8,8,5956.34,5647.86,0.0,0.0,308.48,0.0,0,744.54,744.54,15,1.9,0,0.0,2018-10-01 00:01:00,SUMARÉ,-22.822145,-47.2658027320901,570.007909
14593,355280 Taboão da Serra,16,16,8807.45,8351.14,0.0,0.0,456.31,0.0,0,550.47,550.47,33,2.1,0,0.0,2018-10-01 00:01:00,TABOÃO DA SERRA,-23.6233285,-46.7857800342102,803.239131
14594,355410 Taubaté,1,1,280.69,240.93,0.0,0.0,39.76,0.0,0,280.69,280.69,0,0.0,0,0.0,2018-10-01 00:01:00,TAUBATÉ,-23.0265555,-45.5566086966874,586.078506
14595,355430 Teodoro Sampaio,2,2,990.38,938.96,0.0,0.0,51.42,0.0,0,495.19,495.19,6,3.0,0,0.0,2018-10-01 00:01:00,TEODORO SAMPAIO,-12.3014071565363,-38.6419275419473,114.375884
14596,355430 Teodoro Sampaio,2,2,990.38,938.96,0.0,0.0,51.42,0.0,0,495.19,495.19,6,3.0,0,0.0,2018-10-01 00:01:00,TEODORO SAMPAIO,-22.531007,-52.1711948221637,352.749829
14597,355600 Urupês,3,3,1588.8,1459.03,0.0,0.0,129.77,0.0,0,529.6,529.6,8,2.7,0,0.0,2018-10-01 00:01:00,URUPÊS,-21.2004188127348,-49.2907298494467,439.384184
14598,355620 Valinhos,4,4,2199.43,2088.85,0.0,0.0,110.58,0.0,0,549.86,549.86,20,5.0,0,0.0,2018-10-01 00:01:00,VALINHOS,-22.971244,-46.9966300275552,690.120803
14599,355670 Vinhedo,10,10,5291.43,5034.33,0.0,0.0,257.1,0.0,0,529.14,529.14,36,3.6,0,0.0,2018-10-01 00:01:00,VINHEDO,-23.0305383241408,-46.9764763090797,719.208426
14600,355710 Votuporanga,1,1,845.4,735.69,0.0,0.0,109.71,0.0,0,845.4,845.4,5,5.0,0,0.0,2018-10-01 00:01:00,VOTUPORANGA,-20.41947,-49.9746720152067,518.334591
14601,410060 Alto Paraná,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-10-01 00:01:00,ALTO PARANÁ,-23.1271208306481,-52.3216824440545,522.861218
14602,410140 Apucarana,8,8,5116.7,4837.64,0.0,0.0,279.06,0.0,0,639.59,639.59,27,3.4,0,0.0,2018-10-01 00:01:00,APUCARANA,-23.551592985,-51.4599851423592,866.281028
14603,410150 Arapongas,3,3,1486.97,1409.84,0.0,0.0,77.13,0.0,0,495.66,495.66,7,2.3,0,0.0,2018-10-01 00:01:00,ARAPONGAS,-23.4135165319918,-51.4382797346677,801.952842
14604,410180 Araucária,11,11,4985.54,4716.82,0.0,0.0,268.72,0.0,0,453.23,453.23,14,1.3,0,0.0,2018-10-01 00:01:00,ARAUCÁRIA,-25.591645,-49.4019396967087,903.276291
14605,410210 Astorga,1,1,499.86,474.15,0.0,0.0,25.71,0.0,0,499.86,499.86,2,2.0,0,0.0,2018-10-01 00:01:00,ASTORGA,-23.236711965,-51.6696792625367,678.297619
14606,410250 Barbosa Ferraz,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BARBOSA FERRAZ,-24.0277154652953,-52.0071166854286,352.727111
14607,410360 Cambará,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,5,5.0,0,0.0,2018-10-01 00:01:00,CAMBARÁ,-23.04126648,-50.0775707225535,458.766104
14608,410390 Campina da Lagoa,7,7,3410.33,3230.36,0.0,0.0,179.97,0.0,0,487.19,487.19,21,3.0,0,0.0,2018-10-01 00:01:00,CAMPINA DA LAGOA,-24.5949565820335,-52.8135641546009,581.6242
14609,410400 Campina Grande do Sul,2,2,1466.13,1389.01,0.0,0.0,77.12,0.0,0,733.07,733.07,2,1.0,0,0.0,2018-10-01 00:01:00,CAMPINA GRANDE DO SUL,-25.303247505,-49.0534658723572,880.451991
14610,410430 Campo Mourão,1,1,655.54,596.14,0.0,0.0,59.4,0.0,0,655.54,655.54,11,11.0,0,0.0,2018-10-01 00:01:00,CAMPO MOURÃO,-24.0412231967198,-52.3811150855647,597.698781
14611,410440 Cândido de Abreu,7,7,3426.33,3246.36,0.0,0.0,179.97,0.0,0,489.48,489.48,21,3.0,0,0.0,2018-10-01 00:01:00,CÂNDIDO DE ABREU,-24.5646691198961,-51.3325805083905,515.368087
14612,410442 Candói,6,6,3230.49,3076.23,0.0,0.0,154.26,0.0,0,538.41,538.41,15,2.5,0,0.0,2018-10-01 00:01:00,CANDÓI,-25.5679318458436,-52.0554464047832,925.448368
14613,410450 Capanema,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,CAPANEMA,-1.192441995,-47.1751261231344,27.276528
14614,410450 Capanema,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,CAPANEMA,-25.682977417434,-53.8001786950115,387.125094
14615,410460 Capitão Leônidas Marques,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-10-01 00:01:00,CAPITÃO LEÔNIDAS MARQUES,-25.4794684845174,-53.6172110107619,337.892509
14616,410480 Cascavel,13,13,7552.57,7191.37,0.0,0.0,361.2,0.0,0,580.97,580.97,36,2.8,0,0.0,2018-10-01 00:01:00,CASCAVEL,-4.13143367820745,-38.2396859406771,41.481233
14617,410480 Cascavel,13,13,7552.57,7191.37,0.0,0.0,361.2,0.0,0,580.97,580.97,36,2.8,0,0.0,2018-10-01 00:01:00,CASCAVEL,-24.9537975,-53.4597221819856,769.52822
14618,410540 Chopinzinho,9,9,4438.81,4207.42,0.0,0.0,231.39,0.0,0,493.2,493.2,20,2.2,0,0.0,2018-10-01 00:01:00,CHOPINZINHO,-25.8546838487659,-52.5339602074992,698.812112
14619,410550 Cianorte,2,2,550.46,513.13,0.0,0.0,37.33,0.0,0,275.23,275.23,3,1.5,0,0.0,2018-10-01 00:01:00,CIANORTE,-23.6538131528275,-52.6091508905561,544.613472
14620,410560 Cidade Gaúcha,9,9,4360.71,4129.32,0.0,0.0,231.39,0.0,0,484.52,484.52,18,2.0,0,0.0,2018-10-01 00:01:00,CIDADE GAÚCHA,-23.3741973865545,-52.940525149061,378.085512
14621,410570 Clevelândia,14,14,6804.66,6444.72,0.0,0.0,359.94,0.0,0,486.05,486.05,29,2.1,0,0.0,2018-10-01 00:01:00,CLEVELÂNDIA,-26.4052052933615,-52.352986201218,959.841701
14622,410590 Colorado,4,4,2149.86,2047.02,0.0,0.0,102.84,0.0,0,537.47,537.47,8,2.0,0,0.0,2018-10-01 00:01:00,COLORADO,-22.83789753,-51.9744162121383,446.034537
14623,410590 Colorado,4,4,2149.86,2047.02,0.0,0.0,102.84,0.0,0,537.47,537.47,8,2.0,0,0.0,2018-10-01 00:01:00,COLORADO,-28.5229477598944,-52.9931763194633,447.660714
14624,410640 Cornélio Procópio,13,13,5978.25,5658.11,0.0,0.0,320.14,0.0,0,459.87,459.87,21,1.6,0,0.0,2018-10-01 00:01:00,CORNÉLIO PROCÓPIO,-23.1832575,-50.6514844783365,686.198624
14625,410650 Coronel Vivida,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,CORONEL VIVIDA,-25.9781534980571,-52.567086635376,731.63428
14626,410680 Cruz Machado,1,1,47.27,35.65,0.0,0.0,11.62,0.0,0,47.27,47.27,1,1.0,0,0.0,2018-10-01 00:01:00,CRUZ MACHADO,-26.0172688782083,-51.3477095246118,820.911748
14627,410660 Cruzeiro do Oeste,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-10-01 00:01:00,CRUZEIRO DO OESTE,-23.7769048606571,-53.0818216076221,461.701275
14628,410690 Curitiba,63,63,43719.1,41039.24,0.0,0.0,2679.86,0.0,0,693.95,693.95,161,2.6,1,1.59,2018-10-01 00:01:00,CURITIBA,-25.432956,-49.2718478850774,910.893913
14629,410720 Dois Vizinhos,14,14,6906.81,6546.87,0.0,0.0,359.94,0.0,0,493.34,493.34,33,2.4,0,0.0,2018-10-01 00:01:00,DOIS VIZINHOS,-25.74601002,-53.0548359924348,496.667412
14630,410753 Entre Rios do Oeste,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,ENTRE RIOS DO OESTE,-24.7081421701975,-54.2448936714884,260.672493
14631,410830 Foz do Iguaçu,1,1,1013.66,945.38,0.0,0.0,68.28,0.0,0,1013.66,1013.66,17,17.0,1,100.0,2018-10-01 00:01:00,FOZ DO IGUAÇU,-25.5424932795293,-54.5871024886047,161.684267
14632,410860 Goioerê,1,1,519.19,493.48,0.0,0.0,25.71,0.0,0,519.19,519.19,5,5.0,0,0.0,2018-10-01 00:01:00,GOIOERÊ,-24.1891883938618,-53.0273189133007,493.880009
14633,410870 Grandes Rios,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-10-01 00:01:00,GRANDES RIOS,-24.1461940122141,-51.5087423991262,610.178379
14634,410940 Guarapuava,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-10-01 00:01:00,GUARAPUAVA,-25.39359198,-51.4634310776746,1110.34937
14635,410970 Ibaiti,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,IBAITI,-23.849821485,-50.1906662735549,871.343919
14636,410980 Ibiporã,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-10-01 00:01:00,IBIPORÃ,-23.269331475,-51.0580336739701,490.272864
14637,411125 Itaperuçu,31,31,15006.89,14209.88,0.0,0.0,797.01,0.0,0,484.09,484.09,61,2.0,0,0.0,2018-10-01 00:01:00,ITAPERUÇU,-25.214469525,-49.3428643436738,987.738873
14638,411130 Itaúna do Sul,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,8,4.0,0,0.0,2018-10-01 00:01:00,ITAÚNA DO SUL,-22.7268769277415,-52.8850248105017,446.813231
14639,411140 Ivaí,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,9,4.5,0,0.0,2018-10-01 00:01:00,IVAÍ,-25.008262582518,-50.8614257041266,761.083453
14640,411150 Ivaiporã,6,6,6465.12,5900.19,0.0,0.0,564.93,0.0,0,1077.52,1077.52,21,3.5,0,0.0,2018-10-01 00:01:00,IVAIPORÃ,-24.24194802,-51.6745520468117,645.32563
14641,411170 Jaboti,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-10-01 00:01:00,JABOTI,-23.7357406011678,-50.0734525498615,539.948718
14642,411190 Jaguapitã,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,JAGUAPITÃ,-23.1177827565859,-51.5406168453571,573.171512
14643,411200 Jaguariaíva,7,7,807.76,713.07,0.0,0.0,94.69,0.0,0,115.39,115.39,9,1.3,0,0.0,2018-10-01 00:01:00,JAGUARIAÍVA,-24.2530565,-49.7121863019608,839.365602
14644,411240 Japurá,6,6,2891.14,2736.88,0.0,0.0,154.26,0.0,0,481.86,481.86,16,2.7,0,0.0,2018-10-01 00:01:00,JAPURÁ,-1.880844858703,-66.9969034946413,69.840525
14645,411240 Japurá,6,6,2891.14,2736.88,0.0,0.0,154.26,0.0,0,481.86,481.86,16,2.7,0,0.0,2018-10-01 00:01:00,JAPURÁ,-23.4685877725578,-52.5566276715464,457.081278
14646,411250 Jardim Alegre,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,5,2.5,0,0.0,2018-10-01 00:01:00,JARDIM ALEGRE,-24.1811374455632,-51.6943350083947,665.58511
14647,411275 Jesuítas,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,JESUÍTAS,-24.3772489097272,-53.3881148800191,470.134658
14648,411330 Laranjeiras do Sul,4,4,1964.76,1861.92,0.0,0.0,102.84,0.0,0,491.19,491.19,10,2.5,0,0.0,2018-10-01 00:01:00,LARANJEIRAS DO SUL,-25.4016815101669,-52.4088474232637,839.747342
14649,411370 Londrina,7,7,3366.27,3175.93,0.0,0.0,190.34,0.0,0,480.9,480.9,16,2.3,0,0.0,2018-10-01 00:01:00,LONDRINA,-23.312156,-51.1627734238781,604.349587
14650,411375 Lunardelli,5,5,2443.95,2315.4,0.0,0.0,128.55,0.0,0,488.79,488.79,13,2.6,0,0.0,2018-10-01 00:01:00,LUNARDELLI,-24.078046360677,-51.7445483867649,576.186512
14651,411390 Mallet,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,MALLET,-25.8737880845276,-50.8275686221384,883.408433
14652,411420 Mandaguari,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,MANDAGUARI,-23.517452,-51.6812520884286,733.923923
14653,411440 Mangueirinha,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,MANGUEIRINHA,-25.942981341552,-52.1763258293897,883.047123
14654,411540 Marmeleiro,13,13,6413.47,6079.24,0.0,0.0,334.23,0.0,0,493.34,493.34,32,2.5,0,0.0,2018-10-01 00:01:00,MARMELEIRO,-26.1486971929932,-53.0261839782571,659.595526
14655,411580 Medianeira,2,2,523.41,486.82,0.0,0.0,36.59,0.0,0,261.7,261.7,3,1.5,0,0.0,2018-10-01 00:01:00,MEDIANEIRA,-25.2924975,-54.0917821269221,394.970883
14656,411605 Missal,8,8,4032.75,3774.43,0.0,0.0,258.32,0.0,0,504.09,504.09,14,1.8,0,0.0,2018-10-01 00:01:00,MISSAL,-25.0911596680568,-54.2431753258264,309.79579
14657,411670 Nova Aurora,5,5,2499.95,2371.4,0.0,0.0,128.55,0.0,0,499.99,499.99,20,4.0,0,0.0,2018-10-01 00:01:00,NOVA AURORA,-24.5284853289959,-53.2575255396178,526.486634
14658,411670 Nova Aurora,5,5,2499.95,2371.4,0.0,0.0,128.55,0.0,0,499.99,499.99,20,4.0,0,0.0,2018-10-01 00:01:00,NOVA AURORA,-18.0651021012103,-48.2604579069233,709.158232
14659,411680 Nova Cantu,6,6,2978.37,2771.47,0.0,0.0,206.9,0.0,0,496.39,496.39,8,1.3,0,0.0,2018-10-01 00:01:00,NOVA CANTU,-24.6707788449966,-52.570992160533,473.99349
14660,411722 Nova Santa Rosa,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-10-01 00:01:00,NOVA SANTA ROSA,-24.4647645333137,-53.955116084308,393.195605
14661,411727 Nova Tebas,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,NOVA TEBAS,-24.4383252111535,-51.9503961103527,626.645138
14662,411760 Palmas,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,PALMAS,-10.1632533267928,-48.3510437082462,234.047277
14663,411760 Palmas,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,PALMAS,-26.481472515,-51.9887738877128,1080.067956
14664,411770 Palmeira,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-10-01 00:01:00,PALMEIRA,-25.4185679014664,-50.0032468209789,867.109675
14665,411770 Palmeira,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-10-01 00:01:00,PALMEIRA,-27.5822620704524,-50.1590014055927,871.851873
14666,411800 Paraíso do Norte,5,5,2459.95,2331.4,0.0,0.0,128.55,0.0,0,491.99,491.99,11,2.2,0,0.0,2018-10-01 00:01:00,PARAÍSO DO NORTE,-23.2871611665114,-52.6035431383628,356.161623
14667,411820 Paranaguá,3,3,1762.04,1661.69,0.0,0.0,100.35,0.0,0,587.35,587.35,25,8.3,0,0.0,2018-10-01 00:01:00,PARANAGUÁ,-25.5068415,-48.5247328366567,7.012459
14668,411840 Paranavaí,1,1,509.2,483.49,0.0,0.0,25.71,0.0,0,509.2,509.2,2,2.0,0,0.0,2018-10-01 00:01:00,PARANAVAÍ,-23.081879475,-52.462401669956,467.54666
14669,411850 Pato Branco,4,4,2323.52,2216.81,0.0,0.0,106.71,0.0,0,580.88,580.88,15,3.8,0,0.0,2018-10-01 00:01:00,PATO BRANCO,-26.229958515,-52.6773619976723,781.552383
14670,411915 Pinhais,6,6,2032.45,1907.11,0.0,0.0,125.34,0.0,0,338.74,338.74,15,2.5,0,0.0,2018-10-01 00:01:00,PINHAIS,-25.4421978879055,-49.1991974196099,880.640698
14671,411920 Pinhalão,3,3,1485.57,1408.44,0.0,0.0,77.13,0.0,0,495.19,495.19,9,3.0,0,0.0,2018-10-01 00:01:00,PINHALÃO,-23.7873547288699,-50.0626030635253,596.132376
14672,411930 Pinhão,4,4,1940.76,1837.92,0.0,0.0,102.84,0.0,0,485.19,485.19,12,3.0,0,0.0,2018-10-01 00:01:00,PINHÃO,-10.5666899531531,-37.7221107205356,250.177504
14673,411930 Pinhão,4,4,1940.76,1837.92,0.0,0.0,102.84,0.0,0,485.19,485.19,12,3.0,0,0.0,2018-10-01 00:01:00,PINHÃO,-25.69629501,-51.6482701915018,1051.334841
14674,411980 Planalto,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,9,3.0,0,0.0,2018-10-01 00:01:00,PLANALTO,-14.6701699702495,-40.4846403764104,935.619415
14675,411980 Planalto,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,9,3.0,0,0.0,2018-10-01 00:01:00,PLANALTO,-21.0323282024966,-49.925719799209,436.451968
14676,411980 Planalto,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,9,3.0,0,0.0,2018-10-01 00:01:00,PLANALTO,-25.7121014977616,-53.770857430338,379.666388
14677,411980 Planalto,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,9,3.0,0,0.0,2018-10-01 00:01:00,PLANALTO,-27.3314638754662,-53.058880813139,570.376822
14678,411990 Ponta Grossa,4,4,5117.74,4660.42,0.0,0.0,457.32,0.0,0,1279.43,1279.43,29,7.3,0,0.0,2018-10-01 00:01:00,PONTA GROSSA,0.719127318713782,-50.7962690609424,14.325118
14679,411990 Ponta Grossa,4,4,5117.74,4660.42,0.0,0.0,457.32,0.0,0,1279.43,1279.43,29,7.3,0,0.0,2018-10-01 00:01:00,PONTA GROSSA,-25.092547,-50.1614420592942,955.176664
14680,412060 Prudentópolis,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,PRUDENTÓPOLIS,-25.2160205,-50.983575090629,782.701735
14681,412090 Quedas do Iguaçu,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-10-01 00:01:00,QUEDAS DO IGUAÇU,-25.4567808508294,-52.9098324023128,561.753433
14682,412100 Querência do Norte,4,4,1948.76,1845.92,0.0,0.0,102.84,0.0,0,487.19,487.19,6,1.5,0,0.0,2018-10-01 00:01:00,QUERÊNCIA DO NORTE,-23.0865285793462,-53.4870407060353,321.470541
14683,412170 Reserva,12,12,5870.28,5561.76,0.0,0.0,308.52,0.0,0,489.19,489.19,28,2.3,0,0.0,2018-10-01 00:01:00,RESERVA,-24.651648,-50.8505958054306,933.538404
14684,412180 Ribeirão Claro,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,RIBEIRÃO CLARO,-23.1962854621858,-49.7563505190838,637.734851
14685,412190 Ribeirão do Pinhal,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,RIBEIRÃO DO PINHAL,-23.4082575022835,-50.3580609524608,601.312471
14686,412220 Rio Branco do Sul,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,RIO BRANCO DO SUL,-25.1901653515541,-49.3167138827683,915.291219
14687,412230 Rio Negro,8,8,3604.28,3428.26,0.0,0.0,176.02,0.0,0,450.54,450.54,18,2.3,0,0.0,2018-10-01 00:01:00,RIO NEGRO,-26.10040797,-49.7976853768382,816.818834
14688,412230 Rio Negro,8,8,3604.28,3428.26,0.0,0.0,176.02,0.0,0,450.54,450.54,18,2.3,0,0.0,2018-10-01 00:01:00,RIO NEGRO,-19.4474291073405,-54.9875023242982,253.663447
14689,412250 Roncador,3,3,1461.57,1384.44,0.0,0.0,77.13,0.0,0,487.19,487.19,8,2.7,0,0.0,2018-10-01 00:01:00,RONCADOR,-24.5951071879967,-52.2760525503737,730.825928
14690,412310 Santa Amélia,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,9,3.0,0,0.0,2018-10-01 00:01:00,SANTA AMÉLIA,-23.2681573189206,-50.4234587703804,483.049397
14691,412390 Santa Mariana,5,5,2479.95,2351.4,0.0,0.0,128.55,0.0,0,495.99,495.99,10,2.0,0,0.0,2018-10-01 00:01:00,SANTA MARIANA,-23.1464274393077,-50.5210713512026,486.798616
14692,412400 Santana do Itararé,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-10-01 00:01:00,SANTANA DO ITARARÉ,-23.7531325857099,-49.6331966315173,540.823038
14693,412440 Santo Antônio do Sudoeste,8,8,3961.52,3755.84,0.0,0.0,205.68,0.0,0,495.19,495.19,24,3.0,0,0.0,2018-10-01 00:01:00,SANTO ANTÔNIO DO SUDOESTE,-26.0749754785585,-53.7230834338629,532.424763
14694,412520 São Jorge d'Oeste,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-10-01 00:01:00,SÃO JORGE D'OESTE,-25.714948099592,-52.9201031661411,482.568315
14695,412545 São José das Palmeiras,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,13,4.3,0,0.0,2018-10-01 00:01:00,SÃO JOSÉ DAS PALMEIRAS,-24.8340818673691,-54.0599182790456,523.100106
14696,412550 São José dos Pinhais,2,2,5738.69,5121.42,0.0,0.0,617.27,0.0,0,2869.34,2869.34,12,6.0,0,0.0,2018-10-01 00:01:00,SÃO JOSÉ DOS PINHAIS,-25.537702,-49.2000824656673,907.266426
14697,412560 São Mateus do Sul,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-10-01 00:01:00,SÃO MATEUS DO SUL,-25.869599505,-50.3906242547046,764.601139
14698,412600 São Sebastião da Amoreira,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,5,2.5,0,0.0,2018-10-01 00:01:00,SÃO SEBASTIÃO DA AMOREIRA,-23.4606458610134,-50.7624009771172,663.672894
14699,412660 Siqueira Campos,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,5,2.5,0,0.0,2018-10-01 00:01:00,SIQUEIRA CAMPOS,-23.6877083827751,-49.8314969707685,633.71708
14700,412670 Tamboara,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,9,9.0,0,0.0,2018-10-01 00:01:00,TAMBOARA,-23.2018206530944,-52.5006292917574,466.940195
14701,412700 Teixeira Soares,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,9,3.0,0,0.0,2018-10-01 00:01:00,TEIXEIRA SOARES,-25.3800492077089,-50.4656469824186,886.44446
14702,412720 Terra Boa,12,12,5822.28,5513.76,0.0,0.0,308.52,0.0,0,485.19,485.19,110,9.2,0,0.0,2018-10-01 00:01:00,TERRA BOA,-23.7668332665984,-52.4621421588906,542.174517
14703,412730 Terra Rica,3,3,1493.57,1416.44,0.0,0.0,77.13,0.0,0,497.86,497.86,7,2.3,0,0.0,2018-10-01 00:01:00,TERRA RICA,-22.7243649693344,-52.6246705735779,430.33216
14704,412790 Tuneiras do Oeste,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,TUNEIRAS DO OESTE,-23.8640306292838,-52.8745678467236,509.573958
14705,412800 Ubiratã,4,4,1972.76,1869.92,0.0,0.0,102.84,0.0,0,493.19,493.19,8,2.0,0,0.0,2018-10-01 00:01:00,UBIRATÃ,-24.5410348849922,-52.9945060158456,517.019885
